,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original
204,Data Analyst Junior,Digital Insights Group,"Zaragoza, España",28.000€ - 35.000€ brutos anuales,3-5 años,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"Excel, Power BI, Trabajo en equipo, Visualización","En Digital Insights Group, nos encontramos en la búsqueda de un/a Data Analyst Junior para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00355,Data Analyst
205,Python Data Analyst,Digital Insights Group,"Sevilla, España",Salario no disponible,Sin experiencia,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"SQL, Python, Excel, Tableau","En Digital Insights Group, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00356,Data Analyst
206,Python Data Analyst,DataFlow Corp,"Alicante, España",35.000€ - 50.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa","Grado en Estadística, Matemáticas, Informática o similar","Excel, Power BI, Trabajo en equipo, Visualización","En DataFlow Corp, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00357,Data Analyst
207,Data Visualization Expert,Innovate Analytics,"Alicante, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"Tableau, SQL, Análisis de datos, Machine Learning","En Innovate Analytics, nos encontramos en la búsqueda de un/a Data Visualization Expert para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00358,Data Analyst
208,Power BI Specialist,Pipeline Analytics,"Alicante, España",Salario no disponible,1-2 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"Python, SQL, Comunicación, BI","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 1-2 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00359,Data Analyst
209,Data Analyst Junior,Streamify Labs,"Zaragoza, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"SQL, Python, Excel, Tableau","En Streamify Labs, nos encontramos en la búsqueda de un/a Data Analyst Junior para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00360,Data Analyst
210,SQL Data Analyst,Innovate Analytics,"Barcelona, España",28.000€ - 35.000€ brutos anuales,1-2 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"Python, SQL, Comunicación, BI","En Innovate Analytics, nos encontramos en la búsqueda de un/a SQL Data Analyst para unirte a nuestro equipo ubicado en Barcelona, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 1-2 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00361,Data Analyst
211,Data Quality Analyst,Innovate Analytics,"Valencia, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"Python, SQL, Comunicación, BI","En Innovate Analytics, nos encontramos en la búsqueda de un/a Data Quality Analyst para unirte a nuestro equipo ubicado en Valencia, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00362,Data Analyst
212,Data Analyst Junior,Pipeline Analytics,"Alicante, España",Salario no disponible,Al menos 5 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"Excel, Power BI, Trabajo en equipo, Visualización","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Data Analyst Junior para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00363,Data Analyst
213,Junior BI Developer,Visionary Data,"Sevilla, España",50.000€ - 70.000€ brutos anuales,1-2 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","Python, SQL, Comunicación, BI","En Visionary Data, nos encontramos en la búsqueda de un/a Junior BI Developer para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 1-2 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00364,Data Analyst
214,Senior Data Analyst,Visionary Data,"Córdoba, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,"Proyecto, freelance","Grado en Estadística, Matemáticas, Informática o similar","Excel, Power BI, Trabajo en equipo, Visualización","En Visionary Data, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Córdoba, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00365,Data Analyst
215,Reporting Specialist,Insightful Minds,"Zaragoza, España",28.000€ - 35.000€ brutos anuales,Sin experiencia,"Temporal, media jornada","Grado en Estadística, Matemáticas, Informática o similar","Python, SQL, Comunicación, BI","En Insightful Minds, nos encontramos en la búsqueda de un/a Reporting Specialist para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00366,Data Analyst
216,Junior BI Developer,Trend Analytics,"Madrid, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa","Grado en Estadística, Matemáticas, Informática o similar","SQL, Python, Excel, Tableau","En Trend Analytics, nos encontramos en la búsqueda de un/a Junior BI Developer para unirte a nuestro equipo ubicado en Madrid, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00367,Data Analyst
217,Data Quality Analyst,Digital Insights Group,"Granada, España",35.000€ - 50.000€ brutos anuales,Al menos 5 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"Python, SQL, Comunicación, BI","En Digital Insights Group, nos encontramos en la búsqueda de un/a Data Quality Analyst para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00368,Data Analyst
218,Python Data Analyst,Insightful Minds,"Zaragoza, España",35.000€ - 50.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"Excel, Power BI, Trabajo en equipo, Visualización","En Insightful Minds, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00369,Data Analyst
219,Business Intelligence Analyst,Pipeline Analytics,"Valencia, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"SQL, Python, Excel, Tableau","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Business Intelligence Analyst para unirte a nuestro equipo ubicado en Valencia, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00370,Data Analyst
220,SQL Data Analyst,Streamify Labs,"Zaragoza, España",Salario no disponible,Al menos 5 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"Excel, Power BI, Trabajo en equipo, Visualización","En Streamify Labs, nos encontramos en la búsqueda de un/a SQL Data Analyst para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00371,Data Analyst
